"HF","Financing scheme","FS","Revenues of financing schemes","MEASURE","Measure","LOCATION","Country","TIME","Year","Value","Flag Codes","Flags"
"HF1","Government/compulsory schemes","FS3","Social insurance contributions","PARPIB","Share of gross domestic product","USA","United States","2015","2015",1.707,,
"HF1","Government/compulsory schemes","FS3","Social insurance contributions","PARPIB","Share of gross domestic product","USA","United States","2016","2016",1.724,,
"HF1","Government/compulsory schemes","FS3","Social insurance contributions","PARPIB","Share of gross domestic product","USA","United States","2017","2017",1.758,,
"HF1","Government/compulsory schemes","FS3","Social insurance contributions","MLLNCU","Current prices","USA","United States","2000","2000",162428.17,,
"HF1","Government/compulsory schemes","FS3","Social insurance contributions","MLLNCU","Current prices","USA","United States","2001","2001",167506.264,,
"HF1","Government/compulsory schemes","FS3","Social insurance contributions","MLLNCU","Current prices","USA","United States","2002","2002",170208.763,,
"HF1","Government/compulsory schemes","FS3","Social insurance contributions","MLLNCU","Current prices","USA","United States","2003","2003",176016.818,,
"HF1","Government/compulsory schemes","FS3","Social insurance contributions","MLLNCU","Current prices","USA","United States","2004","2004",188541.256,,
"HF1","Government/compulsory schemes","FS3","Social insurance contributions","MLLNCU","Current prices","USA","United States","2005","2005",202311.161,,
"HF1","Government/compulsory schemes","FS3","Social insurance contributions","MLLNCU","Current prices","USA","United States","2006","2006",220777.427,,
"HF1","Government/compulsory schemes","FS3","Social insurance contributions","MLLNCU","Current prices","USA","United States","2007","2007",234535.534,,
"HF1","Government/compulsory schemes","FS3","Social insurance contributions","MLLNCU","Current prices","USA","United States","2008","2008",242278.842,,
"HF1","Government/compulsory schemes","FS3","Social insurance contributions","MLLNCU","Current prices","USA","United States","2009","2009",236091.294,,
"HF1","Government/compulsory schemes","FS3","Social insurance contributions","MLLNCU","Current prices","USA","United States","2010","2010",241854.578,,
"HF1","Government/compulsory schemes","FS3","Social insurance contributions","MLLNCU","Current prices","USA","United States","2011","2011",251546.532,,
"HF1","Government/compulsory schemes","FS3","Social insurance contributions","MLLNCU","Current prices","USA","United States","2012","2012",263377.403,,
"HF1","Government/compulsory schemes","FS3","Social insurance contributions","MLLNCU","Current prices","USA","United States","2013","2013",281403.237,,
"HF1","Government/compulsory schemes","FS3","Social insurance contributions","MLLNCU","Current prices","USA","United States","2014","2014",296898.112,,
"HF1","Government/compulsory schemes","FS3","Social insurance contributions","MLLNCU","Current prices","USA","United States","2015","2015",311063.64,,
"HF1","Government/compulsory schemes","FS3","Social insurance contributions","MLLNCU","Current prices","USA","United States","2016","2016",322575.448,,
"HF1","Government/compulsory schemes","FS3","Social insurance contributions","MLLNCU","Current prices","USA","United States","2017","2017",342466.269,,
"HF1","Government/compulsory schemes","FS3","Social insurance contributions","VALREL","Constant prices, OECD base year","USA","United States","2000","2000",201174.232,,
"HF1","Government/compulsory schemes","FS3","Social insurance contributions","VALREL","Constant prices, OECD base year","USA","United States","2001","2001",203223.304,,
"HF1","Government/compulsory schemes","FS3","Social insurance contributions","VALREL","Constant prices, OECD base year","USA","United States","2002","2002",203640.267,,
"HF1","Government/compulsory schemes","FS3","Social insurance contributions","VALREL","Constant prices, OECD base year","USA","United States","2003","2003",206283.851,,
"HF1","Government/compulsory schemes","FS3","Social insurance contributions","VALREL","Constant prices, OECD base year","USA","United States","2004","2004",215287.845,,
"HF1","Government/compulsory schemes","FS3","Social insurance contributions","VALREL","Constant prices, OECD base year","USA","United States","2005","2005",224296.791,,
"HF1","Government/compulsory schemes","FS3","Social insurance contributions","VALREL","Constant prices, OECD base year","USA","United States","2006","2006",237959.707,,
"HF1","Government/compulsory schemes","FS3","Social insurance contributions","VALREL","Constant prices, OECD base year","USA","United States","2007","2007",246140.709,,
"HF1","Government/compulsory schemes","FS3","Social insurance contributions","VALREL","Constant prices, OECD base year","USA","United States","2008","2008",246532.627,,
"HF1","Government/compulsory schemes","FS3","Social insurance contributions","VALREL","Constant prices, OECD base year","USA","United States","2009","2009",240545.599,,
"HF1","Government/compulsory schemes","FS3","Social insurance contributions","VALREL","Constant prices, OECD base year","USA","United States","2010","2010",241854.578,,
"HF1","Government/compulsory schemes","FS3","Social insurance contributions","VALREL","Constant prices, OECD base year","USA","United States","2011","2011",245256.524,,
"HF1","Government/compulsory schemes","FS3","Social insurance contributions","VALREL","Constant prices, OECD base year","USA","United States","2012","2012",252104.253,,
"HF1","Government/compulsory schemes","FS3","Social insurance contributions","VALREL","Constant prices, OECD base year","USA","United States","2013","2013",265286.448,,
"HF1","Government/compulsory schemes","FS3","Social insurance contributions","VALREL","Constant prices, OECD base year","USA","United States","2014","2014",275551.682,,
"HF1","Government/compulsory schemes","FS3","Social insurance contributions","VALREL","Constant prices, OECD base year","USA","United States","2015","2015",287966.437,,
"HF1","Government/compulsory schemes","FS3","Social insurance contributions","VALREL","Constant prices, OECD base year","USA","United States","2016","2016",295688.528,,
"HF1","Government/compulsory schemes","FS3","Social insurance contributions","VALREL","Constant prices, OECD base year","USA","United States","2017","2017",308218.988,,
"HF1","Government/compulsory schemes","FS3","Social insurance contributions","PARHF","Share of financing scheme","USA","United States","2000","2000",28.585,,
"HF1","Government/compulsory schemes","FS3","Social insurance contributions","PARHF","Share of financing scheme","USA","United States","2001","2001",26.522,,
"HF1","Government/compulsory schemes","FS3","Social insurance contributions","PARHF","Share of financing scheme","USA","United States","2002","2002",24.619,,
"HF1","Government/compulsory schemes","FS3","Social insurance contributions","PARHF","Share of financing scheme","USA","United States","2003","2003",23.552,,
"HF1","Government/compulsory schemes","FS3","Social insurance contributions","PARHF","Share of financing scheme","USA","United States","2004","2004",23.354,,
"HF1","Government/compulsory schemes","FS3","Social insurance contributions","PARHF","Share of financing scheme","USA","United States","2005","2005",23.411,,
"HF1","Government/compulsory schemes","FS3","Social insurance contributions","PARHF","Share of financing scheme","USA","United States","2006","2006",23.566,,
"HF1","Government/compulsory schemes","FS3","Social insurance contributions","PARHF","Share of financing scheme","USA","United States","2007","2007",23.532,,
"HF1","Government/compulsory schemes","FS3","Social insurance contributions","PARHF","Share of financing scheme","USA","United States","2008","2008",22.79,,
"HF1","Government/compulsory schemes","FS3","Social insurance contributions","PARHF","Share of financing scheme","USA","United States","2009","2009",20.814,,
"HF1","Government/compulsory schemes","FS3","Social insurance contributions","PARHF","Share of financing scheme","USA","United States","2010","2010",20.357,,
"HF1","Government/compulsory schemes","FS3","Social insurance contributions","PARHF","Share of financing scheme","USA","United States","2011","2011",20.454,,
"HF1","Government/compulsory schemes","FS3","Social insurance contributions","PARHF","Share of financing scheme","USA","United States","2012","2012",20.614,,
"HF1","Government/compulsory schemes","FS3","Social insurance contributions","PARHF","Share of financing scheme","USA","United States","2013","2013",21.136,,
"HF1","Government/compulsory schemes","FS3","Social insurance contributions","PARHF","Share of financing scheme","USA","United States","2014","2014",12.245,,
"HF1","Government/compulsory schemes","FS3","Social insurance contributions","PARHF","Share of financing scheme","USA","United States","2015","2015",12.05,,
"HF1","Government/compulsory schemes","FS3","Social insurance contributions","PARHF","Share of financing scheme","USA","United States","2016","2016",11.916,,
"HF1","Government/compulsory schemes","FS3","Social insurance contributions","PARHF","Share of financing scheme","USA","United States","2017","2017",12.187,,
"HF12HF13","Compulsory contributory health insurance schemes","FS3","Social insurance contributions","PARPIB","Share of gross domestic product","CAN","Canada","2006","2006",0.139,,
"HF12HF13","Compulsory contributory health insurance schemes","FS3","Social insurance contributions","PARPIB","Share of gross domestic product","CAN","Canada","2007","2007",0.138,,
"HF12HF13","Compulsory contributory health insurance schemes","FS3","Social insurance contributions","PARPIB","Share of gross domestic product","CAN","Canada","2008","2008",0.143,,
"HF12HF13","Compulsory contributory health insurance schemes","FS3","Social insurance contributions","PARPIB","Share of gross domestic product","CAN","Canada","2009","2009",0.154,,
"HF12HF13","Compulsory contributory health insurance schemes","FS3","Social insurance contributions","PARPIB","Share of gross domestic product","CAN","Canada","2010","2010",0.152,,
"HF12HF13","Compulsory contributory health insurance schemes","FS3","Social insurance contributions","PARPIB","Share of gross domestic product","CAN","Canada","2011","2011",0.143,,
"HF12HF13","Compulsory contributory health insurance schemes","FS3","Social insurance contributions","PARPIB","Share of gross domestic product","CAN","Canada","2012","2012",0.149,,
"HF12HF13","Compulsory contributory health insurance schemes","FS3","Social insurance contributions","PARPIB","Share of gross domestic product","CAN","Canada","2013","2013",0.15,,
"HF12HF13","Compulsory contributory health insurance schemes","FS3","Social insurance contributions","PARPIB","Share of gross domestic product","CAN","Canada","2014","2014",0.147,,
"HF12HF13","Compulsory contributory health insurance schemes","FS3","Social insurance contributions","PARPIB","Share of gross domestic product","CAN","Canada","2015","2015",0.152,,
"HF12HF13","Compulsory contributory health insurance schemes","FS3","Social insurance contributions","PARPIB","Share of gross domestic product","CAN","Canada","2016","2016",0.155,,
"HF12HF13","Compulsory contributory health insurance schemes","FS3","Social insurance contributions","PARPIB","Share of gross domestic product","CAN","Canada","2017","2017",0.154,"P","Provisional value"
"HF12HF13","Compulsory contributory health insurance schemes","FS3","Social insurance contributions","PARPIB","Share of gross domestic product","CAN","Canada","2018","2018",0.151,"P","Provisional value"
"HF12HF13","Compulsory contributory health insurance schemes","FS3","Social insurance contributions","MLLNCU","Current prices","CAN","Canada","2006","2006",2078.897,,
"HF12HF13","Compulsory contributory health insurance schemes","FS3","Social insurance contributions","MLLNCU","Current prices","CAN","Canada","2007","2007",2169.81,,
"HF12HF13","Compulsory contributory health insurance schemes","FS3","Social insurance contributions","MLLNCU","Current prices","CAN","Canada","2008","2008",2362.693,,
"HF12HF13","Compulsory contributory health insurance schemes","FS3","Social insurance contributions","MLLNCU","Current prices","CAN","Canada","2009","2009",2423.419,,
"HF12HF13","Compulsory contributory health insurance schemes","FS3","Social insurance contributions","MLLNCU","Current prices","CAN","Canada","2010","2010",2528.113,,
"HF12HF13","Compulsory contributory health insurance schemes","FS3","Social insurance contributions","MLLNCU","Current prices","CAN","Canada","2011","2011",2544.866,,
"HF12HF13","Compulsory contributory health insurance schemes","FS3","Social insurance contributions","MLLNCU","Current prices","CAN","Canada","2012","2012",2713.769,,
"HF12HF13","Compulsory contributory health insurance schemes","FS3","Social insurance contributions","MLLNCU","Current prices","CAN","Canada","2013","2013",2862.062,,
"HF12HF13","Compulsory contributory health insurance schemes","FS3","Social insurance contributions","MLLNCU","Current prices","CAN","Canada","2014","2014",2927.838,,
"HF12HF13","Compulsory contributory health insurance schemes","FS3","Social insurance contributions","MLLNCU","Current prices","CAN","Canada","2015","2015",3021.857,,
"HF12HF13","Compulsory contributory health insurance schemes","FS3","Social insurance contributions","MLLNCU","Current prices","CAN","Canada","2016","2016",3145.582,,
"HF12HF13","Compulsory contributory health insurance schemes","FS3","Social insurance contributions","MLLNCU","Current prices","CAN","Canada","2017","2017",3308.53,"P","Provisional value"
"HF12HF13","Compulsory contributory health insurance schemes","FS3","Social insurance contributions","MLLNCU","Current prices","CAN","Canada","2018","2018",3346.92,"P","Provisional value"
"HF12HF13","Compulsory contributory health insurance schemes","FS3","Social insurance contributions","VALREL","Constant prices, OECD base year","CAN","Canada","2006","2006",2211.125,,
"HF12HF13","Compulsory contributory health insurance schemes","FS3","Social insurance contributions","VALREL","Constant prices, OECD base year","CAN","Canada","2007","2007",2264.451,,
"HF12HF13","Compulsory contributory health insurance schemes","FS3","Social insurance contributions","VALREL","Constant prices, OECD base year","CAN","Canada","2008","2008",2416.177,,
"HF12HF13","Compulsory contributory health insurance schemes","FS3","Social insurance contributions","VALREL","Constant prices, OECD base year","CAN","Canada","2009","2009",2456.52,,
"HF12HF13","Compulsory contributory health insurance schemes","FS3","Social insurance contributions","VALREL","Constant prices, OECD base year","CAN","Canada","2010","2010",2528.113,,
"HF12HF13","Compulsory contributory health insurance schemes","FS3","Social insurance contributions","VALREL","Constant prices, OECD base year","CAN","Canada","2011","2011",2483.038,,
"HF12HF13","Compulsory contributory health insurance schemes","FS3","Social insurance contributions","VALREL","Constant prices, OECD base year","CAN","Canada","2012","2012",2609.991,,
"HF12HF13","Compulsory contributory health insurance schemes","FS3","Social insurance contributions","VALREL","Constant prices, OECD base year","CAN","Canada","2013","2013",2703.149,,
"HF12HF13","Compulsory contributory health insurance schemes","FS3","Social insurance contributions","VALREL","Constant prices, OECD base year","CAN","Canada","2014","2014",2711.92,,
"HF12HF13","Compulsory contributory health insurance schemes","FS3","Social insurance contributions","VALREL","Constant prices, OECD base year","CAN","Canada","2015","2015",2768.106,,
"HF12HF13","Compulsory contributory health insurance schemes","FS3","Social insurance contributions","VALREL","Constant prices, OECD base year","CAN","Canada","2016","2016",2855.986,,
"HF12HF13","Compulsory contributory health insurance schemes","FS3","Social insurance contributions","VALREL","Constant prices, OECD base year","CAN","Canada","2017","2017",2964.295,"P","Provisional value"
"HF12HF13","Compulsory contributory health insurance schemes","FS3","Social insurance contributions","VALREL","Constant prices, OECD base year","CAN","Canada","2018","2018",2948.092,"P","Provisional value"
"HF12HF13","Compulsory contributory health insurance schemes","FS3","Social insurance contributions","PARHF","Share of financing scheme","CAN","Canada","2006","2006",100,,
"HF12HF13","Compulsory contributory health insurance schemes","FS3","Social insurance contributions","PARHF","Share of financing scheme","CAN","Canada","2007","2007",100,,
"HF12HF13","Compulsory contributory health insurance schemes","FS3","Social insurance contributions","PARHF","Share of financing scheme","CAN","Canada","2008","2008",100,,
"HF12HF13","Compulsory contributory health insurance schemes","FS3","Social insurance contributions","PARHF","Share of financing scheme","CAN","Canada","2009","2009",100,,
"HF12HF13","Compulsory contributory health insurance schemes","FS3","Social insurance contributions","PARHF","Share of financing scheme","CAN","Canada","2010","2010",100,,
"HF12HF13","Compulsory contributory health insurance schemes","FS3","Social insurance contributions","PARHF","Share of financing scheme","CAN","Canada","2011","2011",100,,
"HF12HF13","Compulsory contributory health insurance schemes","FS3","Social insurance contributions","PARHF","Share of financing scheme","CAN","Canada","2012","2012",100,,
"HF12HF13","Compulsory contributory health insurance schemes","FS3","Social insurance contributions","PARHF","Share of financing scheme","CAN","Canada","2013","2013",100,,
"HF12HF13","Compulsory contributory health insurance schemes","FS3","Social insurance contributions","PARHF","Share of financing scheme","CAN","Canada","2014","2014",100,,
"HF12HF13","Compulsory contributory health insurance schemes","FS3","Social insurance contributions","PARHF","Share of financing scheme","CAN","Canada","2015","2015",100,,
"HF12HF13","Compulsory contributory health insurance schemes","FS3","Social insurance contributions","PARHF","Share of financing scheme","CAN","Canada","2016","2016",100,,
"HF12HF13","Compulsory contributory health insurance schemes","FS3","Social insurance contributions","PARHF","Share of financing scheme","CAN","Canada","2017","2017",100,"P","Provisional value"
"HF12HF13","Compulsory contributory health insurance schemes","FS3","Social insurance contributions","PARHF","Share of financing scheme","CAN","Canada","2018","2018",100,"P","Provisional value"
"HF12HF13","Compulsory contributory health insurance schemes","FS3","Social insurance contributions","PARPIB","Share of gross domestic product","USA","United States","2000","2000",1.584,,
"HF12HF13","Compulsory contributory health insurance schemes","FS3","Social insurance contributions","PARPIB","Share of gross domestic product","USA","United States","2001","2001",1.583,,
"HF12HF13","Compulsory contributory health insurance schemes","FS3","Social insurance contributions","PARPIB","Share of gross domestic product","USA","United States","2002","2002",1.556,,
"HF12HF13","Compulsory contributory health insurance schemes","FS3","Social insurance contributions","PARPIB","Share of gross domestic product","USA","United States","2003","2003",1.536,,
"HF12HF13","Compulsory contributory health insurance schemes","FS3","Social insurance contributions","PARPIB","Share of gross domestic product","USA","United States","2004","2004",1.544,,
"HF12HF13","Compulsory contributory health insurance schemes","FS3","Social insurance contributions","PARPIB","Share of gross domestic product","USA","United States","2005","2005",1.552,,
"HF12HF13","Compulsory contributory health insurance schemes","FS3","Social insurance contributions","PARPIB","Share of gross domestic product","USA","United States","2006","2006",1.598,,
"HF12HF13","Compulsory contributory health insurance schemes","FS3","Social insurance contributions","PARPIB","Share of gross domestic product","USA","United States","2007","2007",1.623,,
"HF12HF13","Compulsory contributory health insurance schemes","FS3","Social insurance contributions","PARPIB","Share of gross domestic product","USA","United States","2008","2008",1.647,,
"HF12HF13","Compulsory contributory health insurance schemes","FS3","Social insurance contributions","PARPIB","Share of gross domestic product","USA","United States","2009","2009",1.634,,
"HF12HF13","Compulsory contributory health insurance schemes","FS3","Social insurance contributions","PARPIB","Share of gross domestic product","USA","United States","2010","2010",1.613,,
"HF12HF13","Compulsory contributory health insurance schemes","FS3","Social insurance contributions","PARPIB","Share of gross domestic product","USA","United States","2011","2011",1.618,,
"HF12HF13","Compulsory contributory health insurance schemes","FS3","Social insurance contributions","PARPIB","Share of gross domestic product","USA","United States","2012","2012",1.626,,
"HF12HF13","Compulsory contributory health insurance schemes","FS3","Social insurance contributions","PARPIB","Share of gross domestic product","USA","United States","2013","2013",1.677,,
"HF12HF13","Compulsory contributory health insurance schemes","FS3","Social insurance contributions","PARPIB","Share of gross domestic product","USA","United States","2014","2014",1.694,"D","Difference in methodology"
"HF12HF13","Compulsory contributory health insurance schemes","FS3","Social insurance contributions","PARPIB","Share of gross domestic product","USA","United States","2015","2015",1.707,"D","Difference in methodology"
"HF12HF13","Compulsory contributory health insurance schemes","FS3","Social insurance contributions","PARPIB","Share of gross domestic product","USA","United States","2016","2016",1.724,"D","Difference in methodology"
"HF12HF13","Compulsory contributory health insurance schemes","FS3","Social insurance contributions","PARPIB","Share of gross domestic product","USA","United States","2017","2017",1.758,"D","Difference in methodology"
"HF12HF13","Compulsory contributory health insurance schemes","FS3","Social insurance contributions","MLLNCU","Current prices","USA","United States","2000","2000",162428.17,,
"HF12HF13","Compulsory contributory health insurance schemes","FS3","Social insurance contributions","MLLNCU","Current prices","USA","United States","2001","2001",167506.264,,
"HF12HF13","Compulsory contributory health insurance schemes","FS3","Social insurance contributions","MLLNCU","Current prices","USA","United States","2002","2002",170208.763,,
"HF12HF13","Compulsory contributory health insurance schemes","FS3","Social insurance contributions","MLLNCU","Current prices","USA","United States","2003","2003",176016.818,,
"HF12HF13","Compulsory contributory health insurance schemes","FS3","Social insurance contributions","MLLNCU","Current prices","USA","United States","2004","2004",188541.256,,
"HF12HF13","Compulsory contributory health insurance schemes","FS3","Social insurance contributions","MLLNCU","Current prices","USA","United States","2005","2005",202311.161,,
"HF12HF13","Compulsory contributory health insurance schemes","FS3","Social insurance contributions","MLLNCU","Current prices","USA","United States","2006","2006",220777.427,,
"HF12HF13","Compulsory contributory health insurance schemes","FS3","Social insurance contributions","MLLNCU","Current prices","USA","United States","2007","2007",234535.534,,
"HF12HF13","Compulsory contributory health insurance schemes","FS3","Social insurance contributions","MLLNCU","Current prices","USA","United States","2008","2008",242278.842,,
"HF12HF13","Compulsory contributory health insurance schemes","FS3","Social insurance contributions","MLLNCU","Current prices","USA","United States","2009","2009",236091.294,,
"HF12HF13","Compulsory contributory health insurance schemes","FS3","Social insurance contributions","MLLNCU","Current prices","USA","United States","2010","2010",241854.578,,
"HF12HF13","Compulsory contributory health insurance schemes","FS3","Social insurance contributions","MLLNCU","Current prices","USA","United States","2011","2011",251546.532,,
"HF12HF13","Compulsory contributory health insurance schemes","FS3","Social insurance contributions","MLLNCU","Current prices","USA","United States","2012","2012",263377.403,,
"HF12HF13","Compulsory contributory health insurance schemes","FS3","Social insurance contributions","MLLNCU","Current prices","USA","United States","2013","2013",281403.237,,
"HF12HF13","Compulsory contributory health insurance schemes","FS3","Social insurance contributions","MLLNCU","Current prices","USA","United States","2014","2014",296898.112,"D","Difference in methodology"
"HF12HF13","Compulsory contributory health insurance schemes","FS3","Social insurance contributions","MLLNCU","Current prices","USA","United States","2015","2015",311063.64,"D","Difference in methodology"
"HF12HF13","Compulsory contributory health insurance schemes","FS3","Social insurance contributions","MLLNCU","Current prices","USA","United States","2016","2016",322575.448,"D","Difference in methodology"
"HF12HF13","Compulsory contributory health insurance schemes","FS3","Social insurance contributions","MLLNCU","Current prices","USA","United States","2017","2017",342466.269,"D","Difference in methodology"
"HF12HF13","Compulsory contributory health insurance schemes","FS3","Social insurance contributions","VALREL","Constant prices, OECD base year","USA","United States","2000","2000",201174.232,,
"HF12HF13","Compulsory contributory health insurance schemes","FS3","Social insurance contributions","VALREL","Constant prices, OECD base year","USA","United States","2001","2001",203223.304,,
"HF12HF13","Compulsory contributory health insurance schemes","FS3","Social insurance contributions","VALREL","Constant prices, OECD base year","USA","United States","2002","2002",203640.267,,
"HF12HF13","Compulsory contributory health insurance schemes","FS3","Social insurance contributions","VALREL","Constant prices, OECD base year","USA","United States","2003","2003",206283.851,,
"HF12HF13","Compulsory contributory health insurance schemes","FS3","Social insurance contributions","VALREL","Constant prices, OECD base year","USA","United States","2004","2004",215287.845,,
"HF12HF13","Compulsory contributory health insurance schemes","FS3","Social insurance contributions","VALREL","Constant prices, OECD base year","USA","United States","2005","2005",224296.791,,
"HF12HF13","Compulsory contributory health insurance schemes","FS3","Social insurance contributions","VALREL","Constant prices, OECD base year","USA","United States","2006","2006",237959.707,,
"HF12HF13","Compulsory contributory health insurance schemes","FS3","Social insurance contributions","VALREL","Constant prices, OECD base year","USA","United States","2007","2007",246140.709,,
"HF12HF13","Compulsory contributory health insurance schemes","FS3","Social insurance contributions","VALREL","Constant prices, OECD base year","USA","United States","2008","2008",246532.627,,
"HF12HF13","Compulsory contributory health insurance schemes","FS3","Social insurance contributions","VALREL","Constant prices, OECD base year","USA","United States","2009","2009",240545.599,,
"HF12HF13","Compulsory contributory health insurance schemes","FS3","Social insurance contributions","VALREL","Constant prices, OECD base year","USA","United States","2010","2010",241854.578,,
"HF12HF13","Compulsory contributory health insurance schemes","FS3","Social insurance contributions","VALREL","Constant prices, OECD base year","USA","United States","2011","2011",245256.524,,
"HF12HF13","Compulsory contributory health insurance schemes","FS3","Social insurance contributions","VALREL","Constant prices, OECD base year","USA","United States","2012","2012",252104.253,,
"HF12HF13","Compulsory contributory health insurance schemes","FS3","Social insurance contributions","VALREL","Constant prices, OECD base year","USA","United States","2013","2013",265286.448,,
"HF12HF13","Compulsory contributory health insurance schemes","FS3","Social insurance contributions","VALREL","Constant prices, OECD base year","USA","United States","2014","2014",275551.682,"D","Difference in methodology"
"HF12HF13","Compulsory contributory health insurance schemes","FS3","Social insurance contributions","VALREL","Constant prices, OECD base year","USA","United States","2015","2015",287966.437,"D","Difference in methodology"
"HF12HF13","Compulsory contributory health insurance schemes","FS3","Social insurance contributions","VALREL","Constant prices, OECD base year","USA","United States","2016","2016",295688.528,"D","Difference in methodology"
"HF12HF13","Compulsory contributory health insurance schemes","FS3","Social insurance contributions","VALREL","Constant prices, OECD base year","USA","United States","2017","2017",308218.988,"D","Difference in methodology"
"HF12HF13","Compulsory contributory health insurance schemes","FS3","Social insurance contributions","PARHF","Share of financing scheme","USA","United States","2000","2000",64.633,,
"HF12HF13","Compulsory contributory health insurance schemes","FS3","Social insurance contributions","PARHF","Share of financing scheme","USA","United States","2001","2001",60.216,,
"HF12HF13","Compulsory contributory health insurance schemes","FS3","Social insurance contributions","PARHF","Share of financing scheme","USA","United States","2002","2002",56.828,,
"HF12HF13","Compulsory contributory health insurance schemes","FS3","Social insurance contributions","PARHF","Share of financing scheme","USA","United States","2003","2003",54.789,,
"HF12HF13","Compulsory contributory health insurance schemes","FS3","Social insurance contributions","PARHF","Share of financing scheme","USA","United States","2004","2004",53.715,,
"HF12HF13","Compulsory contributory health insurance schemes","FS3","Social insurance contributions","PARHF","Share of financing scheme","USA","United States","2005","2005",53.059,,
"HF12HF13","Compulsory contributory health insurance schemes","FS3","Social insurance contributions","PARHF","Share of financing scheme","USA","United States","2006","2006",49.561,,
"HF12HF13","Compulsory contributory health insurance schemes","FS3","Social insurance contributions","PARHF","Share of financing scheme","USA","United States","2007","2007",49.471,,
"HF12HF13","Compulsory contributory health insurance schemes","FS3","Social insurance contributions","PARHF","Share of financing scheme","USA","United States","2008","2008",47.785,,
"HF12HF13","Compulsory contributory health insurance schemes","FS3","Social insurance contributions","PARHF","Share of financing scheme","USA","United States","2009","2009",44.126,,
"HF12HF13","Compulsory contributory health insurance schemes","FS3","Social insurance contributions","PARHF","Share of financing scheme","USA","United States","2010","2010",43.473,,
"HF12HF13","Compulsory contributory health insurance schemes","FS3","Social insurance contributions","PARHF","Share of financing scheme","USA","United States","2011","2011",43.031,,
"HF12HF13","Compulsory contributory health insurance schemes","FS3","Social insurance contributions","PARHF","Share of financing scheme","USA","United States","2012","2012",43.111,,
"HF12HF13","Compulsory contributory health insurance schemes","FS3","Social insurance contributions","PARHF","Share of financing scheme","USA","United States","2013","2013",44.317,,
"HF12HF13","Compulsory contributory health insurance schemes","FS3","Social insurance contributions","PARHF","Share of financing scheme","USA","United States","2014","2014",17.814,"D","Difference in methodology"
"HF12HF13","Compulsory contributory health insurance schemes","FS3","Social insurance contributions","PARHF","Share of financing scheme","USA","United States","2015","2015",17.606,"D","Difference in methodology"
"HF12HF13","Compulsory contributory health insurance schemes","FS3","Social insurance contributions","PARHF","Share of financing scheme","USA","United States","2016","2016",17.323,"D","Difference in methodology"
"HF12HF13","Compulsory contributory health insurance schemes","FS3","Social insurance contributions","PARHF","Share of financing scheme","USA","United States","2017","2017",17.679,"D","Difference in methodology"
"HFTOT","All financing schemes","FS4","Compulsory prepayment (other than FS.3)","PARPIB","Share of gross domestic product","USA","United States","2014","2014",5.603,,
"HFTOT","All financing schemes","FS4","Compulsory prepayment (other than FS.3)","PARPIB","Share of gross domestic product","USA","United States","2015","2015",5.71,,
"HFTOT","All financing schemes","FS4","Compulsory prepayment (other than FS.3)","PARPIB","Share of gross domestic product","USA","United States","2016","2016",5.891,,
"HFTOT","All financing schemes","FS4","Compulsory prepayment (other than FS.3)","PARPIB","Share of gross domestic product","USA","United States","2017","2017",5.864,,
"HFTOT","All financing schemes","FS4","Compulsory prepayment (other than FS.3)","MLLNCU","Current prices","USA","United States","2014","2014",981720.968,,
"HFTOT","All financing schemes","FS4","Compulsory prepayment (other than FS.3)","MLLNCU","Current prices","USA","United States","2015","2015",1040310.991,,
"HFTOT","All financing schemes","FS4","Compulsory prepayment (other than FS.3)","MLLNCU","Current prices","USA","United States","2016","2016",1102080.347,,
"HFTOT","All financing schemes","FS4","Compulsory prepayment (other than FS.3)","MLLNCU","Current prices","USA","United States","2017","2017",1142578.138,,
"HFTOT","All financing schemes","FS4","Compulsory prepayment (other than FS.3)","VALREL","Constant prices, OECD base year","USA","United States","2014","2014",911137.032,,
"HFTOT","All financing schemes","FS4","Compulsory prepayment (other than FS.3)","VALREL","Constant prices, OECD base year","USA","United States","2015","2015",963065.465,,
"HFTOT","All financing schemes","FS4","Compulsory prepayment (other than FS.3)","VALREL","Constant prices, OECD base year","USA","United States","2016","2016",1010221.076,,
"HFTOT","All financing schemes","FS4","Compulsory prepayment (other than FS.3)","VALREL","Constant prices, OECD base year","USA","United States","2017","2017",1028318.141,,
"HFTOT","All financing schemes","FS4","Compulsory prepayment (other than FS.3)","PARHF","Share of financing scheme","USA","United States","2014","2014",34.075,,
"HFTOT","All financing schemes","FS4","Compulsory prepayment (other than FS.3)","PARHF","Share of financing scheme","USA","United States","2015","2015",34.092,,
"HFTOT","All financing schemes","FS4","Compulsory prepayment (other than FS.3)","PARHF","Share of financing scheme","USA","United States","2016","2016",34.409,,
"HFTOT","All financing schemes","FS4","Compulsory prepayment (other than FS.3)","PARHF","Share of financing scheme","USA","United States","2017","2017",34.369,,
"HF1","Government/compulsory schemes","FS4","Compulsory prepayment (other than FS.3)","PARPIB","Share of gross domestic product","USA","United States","2014","2014",5.603,,
"HF1","Government/compulsory schemes","FS4","Compulsory prepayment (other than FS.3)","PARPIB","Share of gross domestic product","USA","United States","2015","2015",5.71,,
"HF1","Government/compulsory schemes","FS4","Compulsory prepayment (other than FS.3)","PARPIB","Share of gross domestic product","USA","United States","2016","2016",5.891,,
